question_concept_id,question,answer_concept_id,answer
836800,"Including yourself, who in your family has had type 2 diabetes? Select all that apply.",43529938,"Including yourself, who in your family has had type 2 diabetes? - Sibling"
836803,"Including yourself, who in your family has had bipolar disorder? Select all that apply.",43528465,"Including yourself, who in your family has had bipolar disorder? - Sibling"
836807,"Including yourself, who in your family has had dementia (includes Alzheimer's, vascular, etc.)? Select all that apply.",43528612,"Including yourself, who in your family has had dementia (includes Alzheimer's, vascular, etc.)? - Grandparent"
836811,"Including yourself, who in your family has had neuropathy? Select all that apply.",43529273,"Including yourself, who in your family has had neuropathy? - Daughter"
836813,"Including yourself, who in your family has had restless leg syndrome? Select all that apply.",43529770,"Including yourself, who in your family has had restless leg syndrome? - Mother"
836817,"Including yourself, who in your family has had gout? Select all that apply.",43528743,"Including yourself, who in your family has had gout? - Son"
836817,"Including yourself, who in your family has had gout? Select all that apply.",43528736,"Including yourself, who in your family has had gout? - Daughter"
836817,"Including yourself, who in your family has had gout? Select all that apply.",43528738,"Including yourself, who in your family has had gout? - Grandparent"
43530451,"About how old were you when you were first told you had head and neck cancer? (This includes cancers of the mouth, sinuses, nose, or throat. This does not include brain cancer.)",1385199,"About how old were you when you were first told you had head and neck cancer? (This includes cancers of the mouth, sinuses, nose, or throat. This does not include brain cancer.) - Elderly (75+)"
43530451,"About how old were you when you were first told you had head and neck cancer? (This includes cancers of the mouth, sinuses, nose, or throat. This does not include brain cancer.)",1384697,"About how old were you when you were first told you had head and neck cancer? (This includes cancers of the mouth, sinuses, nose, or throat. This does not include brain cancer.) - Older adult (65-74)"
1384661,About how old were you when you were first told you had other kidney condition(s)?,1384742,About how old were you when you were first told you had other kidney condition(s)? - Older adult (65-74)
43530465,About how old were you when you were first told you had a heart attack?,1384923,About how old were you when you were first told you had a heart attack? - Child (0-11)
43530468,About how old were you when you were first told you had high blood pressure (hypertension)?,1385638,About how old were you when you were first told you had high blood pressure (hypertension)? - Older adult (65-74)
836837,"Including yourself, who in your family has had peripheral vascular disease? Select all that apply.",43530575,"Including yourself, who in your family has had peripheral vascular disease? - Father"
836841,Have you or anyone in your family ever been diagnosed with the following conditions? Think only of the people you are related to by blood. Select all that apply.,836765,Have you or anyone in your family ever been diagnosed with the following conditions? Think only of the people you are related to by blood. - Reactions to anesthesia (such as hyperthermia)
1384432,About how old were you when you were first told you had Lyme disease?,1385424,About how old were you when you were first told you had Lyme disease? - Child (0-11)
1384437,Are you currently prescribed medications and/or receiving treatment for high blood pressure (hypertension)?,1385316,Are you currently prescribed medications and/or receiving treatment for high blood pressure (hypertension)? - Yes
836853,"Including yourself, who in your family has had narcolepsy? Select all that apply.",43529264,"Including yourself, who in your family has had narcolepsy? - Son"
836855,"Including yourself, who in your family has had fibroids? Select all that apply.",43528704,"Including yourself, who in your family has had fibroids? - Grandparent"
